Emp_ID,First_Name,Last_Name,Gender,Marital_Status,Date_of_Birth,Age,Blood_Group,Hire_Date,Job Duration,Previous_Experience,Organizational_Level,Business_Unit,Contract_Type,Employee_Type,Employee_Status,Salary,Monthly_Working_Hour,Work_Accident,Job_Id,Performance_ID,Job_Satisfaction_ID,Location_ID,Department_ID,Race_ID,Education_ID,Applicant ID,Age Group,Recruitment Process,Job_Nature
1194,Orlando,Henderson,Female,Widowed,23-01-85 0:00,39,AB-,24-05-12 0:00,11,3,High Level,Unit-6,Contract,Part-Time,Active,25000,157,Yes,3,3,1,1,3,4,4,3235,41-50,RP,Replacement
1194,Orlando,Henderson,Female,Widowed,23-01-85 0:00,39,AB-,24-05-12 0:00,11,3,High Level,Unit-6,Contract,Part-Time,Active,25000,157,Yes,3,3,1,1,3,4,4,3235,41-50,RP,Replacement
1195,Darian,Potts,Female,Married,4/11/1978 0:00,45,AB-,29-12-18 0:00,5,0,Mid Level,Unit-2,Contract,Part-Time,Active,18000,159,No,5,3,2,9,3,1,4,3273,>50,RP,Replacement
1195,Darian,Potts,Female,Married,4/11/1978 0:00,45,AB-,29-12-18 0:00,5,1,Mid Level,Unit-2,Contract,Part-Time,Active,18000,159,No,5,3,2,9,3,1,4,3273,>50,RP,Replacement
1196,Isabela,Collins,Female,Married,10/11/1993 0:00,30,AB+,18-04-17 0:00,6,4,Mid Level,Unit-8,Contract,Part-Time,Active,90000,141,No,16,3,3,8,2,4,4,3381,31-40,RP,Replacement
1196,Isabela,Collins,Female,Married,10/11/1993 0:00,30,AB+,18-04-17 0:00,6,0,Mid Level,Unit-8,Contract,Part-Time,Active,90000,141,No,16,3,3,8,2,4,4,3381,31-40,RP,Replacement
1197,Sierra,Macias,Female,Single,2/9/1966 0:00,57,A+,31-12-18 0:00,5,0,Mid Level,Unit-4,Permanent,Full-Time,Active,25000,116,No,3,3,3,9,3,2,4,3416,21-30,RP,Replacement
1197,Sierra,Macias,Female,Single,2/9/1966 0:00,57,A+,31-12-18 0:00,5,0,Mid Level,Unit-4,Permanent,Full-Time,Active,25000,116,No,3,3,3,9,3,2,4,3416,21-30,RP,Replacement
1198,Giuliana,Farmer,Female,Single,1/9/1966 0:00,57,A+,11/5/2006 0:00,17,0,High Level,Unit-2,Contract,Temporary,Active,25000,177,No,18,2,5,9,5,4,1,1754,31-40,RP,Replacement
1198,Giuliana,Farmer,Female,Single,1/9/1966 0:00,57,A+,11/5/2006 0:00,17,5,High Level,Unit-2,Contract,Temporary,Active,25000,177,No,18,2,5,9,5,4,1,1754,31-40,RP,Replacement
1199,Pierce,Robbins,Female,Divorced,8/5/1986 0:00,37,O-,21-10-18 0:00,5,0,Mid Level,Unit-7,Contract,Full-Time,Volunterily Resigned,22000,113,No,13,5,1,2,1,2,2,1761,31-40,RP,Replacement
1199,Pierce,Robbins,Female,Divorced,8/5/1986 0:00,37,O-,21-10-18 0:00,5,3,Mid Level,Unit-7,Contract,Full-Time,Volunterily Resigned,22000,113,No,13,5,1,2,1,2,2,1761,31-40,RP,Replacement
1200,Lamont,Bridges,Male,Married,3/10/1969 0:00,54,O-,25-12-15 0:00,8,0,Mid Level,Unit-3,Permanent,Full-Time,Active,25000,182,Yes,3,3,2,8,3,3,3,1771,21-30,RP,Replacement
1200,Lamont,Bridges,Male,Married,3/10/1969 0:00,54,O-,25-12-15 0:00,8,1,Mid Level,Unit-3,Permanent,Full-Time,Active,25000,182,Yes,3,3,2,8,3,3,3,1771,21-30,RP,Replacement
1201,Gretchen,Richard,Male,Widowed,6/5/1994 0:00,29,A+,18-02-08 0:00,15,2,Operational,Unit-3,Permanent,Temporary,Active,25000,106,No,3,5,3,6,1,1,3,1776,21-30,RP,Replacement
1201,Gretchen,Richard,Male,Widowed,6/5/1994 0:00,29,A+,18-02-08 0:00,15,5,Operational,Unit-3,Permanent,Temporary,Active,25000,106,No,3,5,3,6,1,1,3,1776,21-30,RP,Replacement
1202,Axel,Hart,Male,Divorced,29-07-84 0:00,39,A+,10/1/2007 0:00,17,0,Operational,Unit-2,Permanent,Temporary,Active,25000,147,No,3,5,1,10,4,3,1,1800,21-30,RP,Replacement
1202,Axel,Hart,Male,Divorced,29-07-84 0:00,39,A+,10/1/2007 0:00,17,6,Operational,Unit-2,Permanent,Temporary,Active,25000,147,No,3,5,1,10,4,3,1,1800,21-30,RP,Replacement
1203,Emma,Escobar,Female,Divorced,19-04-88 0:00,35,AB+,8/5/2014 0:00,9,4,High Level,Unit-9,Permanent,Part-Time,Active,18000,158,No,5,1,1,1,4,3,4,1830,21-30,RP,Replacement
1203,Emma,Escobar,Female,Divorced,19-04-88 0:00,35,AB+,8/5/2014 0:00,9,3,High Level,Unit-9,Permanent,Part-Time,Active,18000,158,No,5,1,1,1,4,3,4,1830,21-30,RP,Replacement
1204,Maximilian,Craig,Female,Married,5/9/1973 0:00,50,O+,18-04-18 0:00,5,0,Operational,Unit-9,Contract,Part-Time,Terminated,25000,111,No,4,3,3,9,3,3,2,1841,31-40,RP,Replacement
1204,Maximilian,Craig,Female,Married,5/9/1973 0:00,50,O+,18-04-18 0:00,5,3,Operational,Unit-9,Contract,Part-Time,Terminated,25000,111,No,4,3,3,9,3,3,2,1841,31-40,RP,Replacement
1205,Erik,Padilla,Female,Widowed,26-04-77 0:00,46,O-,1/12/2010 0:00,13,5,High Level,Unit-8,Permanent,Full-Time,Active,14000,188,Yes,8,4,3,11,2,1,2,1844,31-40,RP,Replacement
1205,Erik,Padilla,Female,Widowed,26-04-77 0:00,46,O-,1/12/2010 0:00,13,2,High Level,Unit-8,Permanent,Full-Time,Active,14000,188,Yes,8,4,3,11,2,1,2,1844,31-40,RP,Replacement
1206,Gilbert,Duffy,Female,Divorced,30-10-91 0:00,32,A-,10/11/2019 0:00,4,2,Mid Level,Unit-5,Permanent,Full-Time,Active,18000,137,Yes,5,5,4,1,6,5,2,1862,21-30,RP,Replacement
1206,Gilbert,Duffy,Female,Divorced,30-10-91 0:00,32,A-,10/11/2019 0:00,4,5,Mid Level,Unit-5,Permanent,Full-Time,Active,18000,137,Yes,5,5,4,1,6,5,2,1862,21-30,RP,New
1207,Raymond,Ayers,Female,Divorced,16-04-94 0:00,29,B-,25-04-06 0:00,17,0,High Level,Unit-8,Contract,Part-Time,Active,18000,198,No,5,4,5,3,2,2,1,1880,31-40,RP,New
1207,Raymond,Ayers,Female,Divorced,16-04-94 0:00,29,B-,25-04-06 0:00,17,1,High Level,Unit-8,Contract,Part-Time,Active,18000,198,No,5,4,5,3,2,2,1,1880,31-40,RP,New
1208,Vincent,Wyatt,Female,Married,7/2/1988 0:00,35,B-,22-10-05 0:00,18,4,Mid Level,Unit-5,Permanent,Temporary,Active,12000,105,Yes,17,4,4,9,3,5,1,1896,31-40,RP,New
1208,Vincent,Wyatt,Female,Married,7/2/1988 0:00,35,B-,22-10-05 0:00,18,0,Mid Level,Unit-5,Permanent,Temporary,Active,12000,105,Yes,17,4,4,9,3,5,1,1896,31-40,RP,New
1209,Micah,Stanley,Female,Divorced,21-12-69 0:00,54,A+,23-03-10 0:00,13,0,High Level,Unit-7,Permanent,Temporary,Active,25000,117,No,4,3,2,10,2,3,3,1902,31-40,RP,New
1209,Micah,Stanley,Female,Divorced,21-12-69 0:00,54,A+,23-03-10 0:00,13,7,High Level,Unit-7,Permanent,Temporary,Active,25000,117,No,4,3,2,10,2,3,3,1902,31-40,RP,New
1210,Evan,Chen,Male,Divorced,14-09-85 0:00,38,O+,19-06-19 0:00,4,2,Mid Level,Unit-10,Contract,Temporary,Active,50000,181,No,19,4,1,9,4,1,4,1916,21-30,RP,New
1210,Evan,Chen,Male,Divorced,14-09-85 0:00,38,O+,19-06-19 0:00,4,6,Mid Level,Unit-10,Contract,Temporary,Active,50000,181,No,19,4,1,9,4,1,4,1916,21-30,RP,New
1211,Serenity,Thornton,Male,Widowed,20-09-70 0:00,53,A+,18-06-18 0:00,5,0,High Level,Unit-9,Contract,Full-Time,Active,25000,187,Yes,18,4,2,5,3,4,2,1922,21-30,RP,New
1211,Serenity,Thornton,Male,Widowed,20-09-70 0:00,53,A+,18-06-18 0:00,5,0,High Level,Unit-9,Contract,Full-Time,Active,25000,187,Yes,18,4,2,5,3,4,2,1922,21-30,RP,New
1212,Talan,Rivas,Male,Married,9/4/1985 0:00,38,A+,19-08-14 0:00,9,3,Mid Level,Unit-10,Permanent,Temporary,Active,16000,101,Yes,10,1,5,3,3,1,1,1981,21-30,RP,New
1212,Talan,Rivas,Male,Married,9/4/1985 0:00,38,A+,19-08-14 0:00,9,2,Mid Level,Unit-10,Permanent,Temporary,Active,16000,101,Yes,10,1,5,3,3,1,1,1981,21-30,RP,New
1213,Calvin,Braun,Male,Married,19-07-77 0:00,46,B-,9/11/2010 0:00,13,0,High Level,Unit-1,Permanent,Full-Time,Active,25000,200,No,3,2,1,9,3,3,4,1987,31-40,RP,New
1213,Calvin,Braun,Male,Married,19-07-77 0:00,46,B-,9/11/2010 0:00,13,3,High Level,Unit-1,Permanent,Full-Time,Active,25000,200,No,3,2,1,9,3,3,4,1987,31-40,RP,New
1214,Cale,Bender,Male,Divorced,26-03-94 0:00,29,A-,4/6/2018 0:00,5,6,Operational,Unit-10,Permanent,Part-Time,Active,14000,122,No,8,4,1,6,4,2,1,1996,21-30,RP,New
1214,Cale,Bender,Male,Divorced,26-03-94 0:00,29,A-,4/6/2018 0:00,5,1,Operational,Unit-10,Permanent,Part-Time,Active,14000,122,No,8,4,1,6,4,2,1,1996,21-30,RP,New
1215,Kirsten,Vance,Female,Single,22-05-92 0:00,31,O+,18-08-10 0:00,13,0,High Level,Unit-9,Permanent,Full-Time,Volunterily Resigned,20000,133,No,5,4,1,8,2,2,2,2018,21-30,RP,New
1215,Kirsten,Vance,Female,Single,22-05-92 0:00,31,O+,18-08-10 0:00,13,1,High Level,Unit-9,Permanent,Full-Time,Volunterily Resigned,20000,133,No,5,4,1,8,2,2,2,2018,21-30,RP,New
1216,Cade,Cox,Female,Widowed,8/11/1970 0:00,53,A-,22-02-16 0:00,7,1,Mid Level,Unit-2,Permanent,Full-Time,Active,14000,187,No,8,3,2,9,4,3,1,2031,21-30,RP,New
1216,Cade,Cox,Female,Widowed,8/11/1970 0:00,53,A-,22-02-16 0:00,7,3,Mid Level,Unit-2,Permanent,Full-Time,Active,14000,187,No,8,3,2,9,4,3,1,2031,21-30,RP,New
1217,Ibrahim,Wolfe,Female,Married,13-02-93 0:00,30,AB+,15-06-09 0:00,14,0,Operational,Unit-10,Permanent,Full-Time,Active,20000,145,No,5,1,1,12,6,2,3,2038,21-30,RP,New
1217,Ibrahim,Wolfe,Female,Married,13-02-93 0:00,30,AB+,15-06-09 0:00,14,2,Operational,Unit-10,Permanent,Full-Time,Active,20000,145,No,5,1,1,12,6,2,3,2038,21-30,RP,New
1218,Elianna,Schmitt,Female,Married,28-12-87 0:00,36,B-,5/7/2007 0:00,16,2,High Level,Unit-4,Contract,Part-Time,Active,25000,194,No,3,1,4,7,5,5,3,2058,31-40,RP,New
1218,Elianna,Schmitt,Female,Married,28-12-87 0:00,36,B-,5/7/2007 0:00,16,5,High Level,Unit-4,Contract,Part-Time,Active,25000,194,No,3,1,4,7,5,5,3,2058,31-40,RP,New
1219,Colby,Wolfe,Female,Divorced,1/8/1987 0:00,36,B-,5/8/2011 0:00,12,0,Mid Level,Unit-5,Permanent,Part-Time,Active,20000,194,Yes,5,1,5,10,3,1,1,2076,21-30,RP,New
1219,Colby,Wolfe,Female,Divorced,1/8/1987 0:00,36,B-,5/8/2011 0:00,12,2,Mid Level,Unit-5,Permanent,Part-Time,Active,20000,194,Yes,5,1,5,10,3,1,1,2076,21-30,RP,New
1220,Autumn,Barrera,Male,Divorced,18-08-71 0:00,52,AB+,22-04-17 0:00,6,1,Operational,Unit-9,Contract,Full-Time,Active,22000,107,Yes,13,5,1,9,6,3,1,2152,21-30,RP,New
1220,Autumn,Barrera,Male,Divorced,18-08-71 0:00,52,AB+,22-04-17 0:00,6,3,Operational,Unit-9,Contract,Full-Time,Active,22000,107,Yes,13,5,1,9,6,3,1,2152,21-30,RP,New
1221,Emmalee,Cervantes,Male,Married,6/4/1976 0:00,47,A+,17-04-10 0:00,13,3,Operational,Unit-8,Permanent,Temporary,Terminated,25000,188,No,4,1,1,11,4,3,3,2155,21-30,RP,New
1221,Emmalee,Cervantes,Male,Married,6/4/1976 0:00,47,A+,17-04-10 0:00,13,1,Operational,Unit-8,Permanent,Temporary,Terminated,25000,188,No,4,1,1,11,4,3,3,2155,21-30,RP,New
1222,Ernest,Willis,Female,Divorced,7/8/1965 0:00,58,B+,2/8/2017 0:00,6,0,Mid Level,Unit-5,Permanent,Part-Time,Active,38000,119,No,7,4,4,11,2,4,4,2165,31-40,RP,New
1222,Ernest,Willis,Female,Divorced,7/8/1965 0:00,58,B+,2/8/2017 0:00,6,0,Mid Level,Unit-5,Permanent,Part-Time,Active,38000,119,No,7,4,4,11,2,4,4,2165,31-40,RP,New
1223,Jaxon,Anderson,Female,Married,22-03-81 0:00,42,B-,20-01-09 0:00,15,0,High Level,Unit-1,Permanent,Full-Time,Terminated,20000,138,No,5,2,1,11,3,2,4,2177,31-40,RP,New
1223,Jaxon,Anderson,Female,Married,22-03-81 0:00,42,B-,20-01-09 0:00,15,4,High Level,Unit-1,Permanent,Full-Time,Terminated,20000,138,No,5,2,1,11,3,2,4,2177,31-40,RP,New
1224,Precious,Caldwell,Female,Single,22-10-92 0:00,31,B-,16-03-07 0:00,16,1,High Level,Unit-5,Permanent,Part-Time,Active,90000,164,Yes,16,3,1,12,1,1,4,2182,21-30,RP,New
1224,Precious,Caldwell,Female,Single,22-10-92 0:00,31,B-,16-03-07 0:00,16,1,High Level,Unit-5,Permanent,Part-Time,Active,90000,164,Yes,16,3,1,12,1,1,4,2182,21-30,RP,New
1225,Yahir,Serrano,Female,Single,26-11-74 0:00,49,B+,25-02-19 0:00,4,0,Mid Level,Unit-10,Permanent,Part-Time,Volunterily Resigned,25000,111,No,3,2,1,1,3,1,4,2187,21-30,RP,New
1225,Yahir,Serrano,Female,Single,26-11-74 0:00,49,B+,25-02-19 0:00,4,2,Mid Level,Unit-10,Permanent,Part-Time,Volunterily Resigned,25000,111,No,3,2,1,1,3,1,4,2187,21-30,RP,New
1226,Krystal,Peterson,Male,Single,18-03-88 0:00,35,B+,5/6/2015 0:00,8,1,High Level,Unit-10,Contract,Part-Time,Terminated,12000,153,No,17,3,2,10,6,4,2,2199,31-40,RP,New
1226,Krystal,Peterson,Male,Single,18-03-88 0:00,35,B+,5/6/2015 0:00,8,1,High Level,Unit-10,Contract,Part-Time,Terminated,12000,153,No,17,3,2,10,6,4,2,2199,31-40,RP,New
1227,Jadyn,Haley,Female,Divorced,31-01-91 0:00,33,A-,2/9/2011 0:00,12,1,High Level,Unit-4,Contract,Part-Time,Active,20000,129,Yes,5,1,5,3,4,5,2,2203,31-40,RP,New
1227,Jadyn,Haley,Female,Divorced,31-01-91 0:00,33,A-,2/9/2011 0:00,12,1,High Level,Unit-4,Contract,Part-Time,Active,20000,129,Yes,5,1,5,3,4,5,2,2203,31-40,RP,New
1228,Davis,Roberts,Female,Married,16-05-78 0:00,45,A+,10/8/2013 0:00,10,1,High Level,Unit-3,Contract,Part-Time,Active,14000,104,Yes,8,3,5,8,3,5,2,2234,21-30,RP,New
1228,Davis,Roberts,Female,Married,16-05-78 0:00,45,A+,10/8/2013 0:00,10,4,High Level,Unit-3,Contract,Part-Time,Active,14000,104,Yes,8,3,5,8,3,5,2,2234,21-30,RP,New
1229,Meadow,Avery,Female,Married,22-06-89 0:00,34,O+,4/11/2018 0:00,5,1,Operational,Unit-5,Contract,Full-Time,Volunterily Resigned,25000,190,No,3,5,5,4,2,2,4,2251,31-40,RP,New
1229,Meadow,Avery,Female,Married,22-06-89 0:00,34,O+,4/11/2018 0:00,5,2,Operational,Unit-5,Contract,Full-Time,Volunterily Resigned,25000,190,No,3,5,5,4,2,2,4,2251,31-40,RP,New
1230,Allyson,Owen,Female,Divorced,6/8/1981 0:00,42,AB+,25-09-05 0:00,18,1,High Level,Unit-1,Permanent,Temporary,Terminated,14000,110,Yes,8,3,1,12,2,3,2,2271,21-30,RP,New
1230,Allyson,Owen,Female,Divorced,6/8/1981 0:00,42,AB+,25-09-05 0:00,18,2,High Level,Unit-1,Permanent,Temporary,Terminated,14000,110,Yes,8,3,1,12,2,3,2,2271,21-30,RP,New
1231,Francisco,Simon,Male,Single,29-09-68 0:00,55,B-,28-06-11 0:00,12,1,High Level,Unit-3,Contract,Full-Time,Active,100000,131,Yes,11,1,2,1,2,5,3,2297,21-30,RP,New
1231,Francisco,Simon,Male,Single,29-09-68 0:00,55,B-,28-06-11 0:00,12,0,High Level,Unit-3,Contract,Full-Time,Active,100000,131,Yes,11,1,2,1,2,5,3,2297,21-30,RP,New
1232,Trent,Christian,Male,Married,3/4/1976 0:00,47,O+,20-08-18 0:00,5,0,Mid Level,Unit-2,Contract,Part-Time,Volunterily Resigned,30000,139,Yes,18,4,5,11,6,1,2,2306,31-40,RP,New
1232,Trent,Christian,Male,Married,3/4/1976 0:00,47,O+,20-08-18 0:00,5,0,Mid Level,Unit-2,Contract,Part-Time,Volunterily Resigned,30000,139,Yes,18,4,5,11,6,1,2,2306,31-40,RP,Replacement
1233,Chaya,Boyd,Male,Single,23-12-88 0:00,35,B-,31-07-08 0:00,15,1,Operational,Unit-7,Permanent,Temporary,Active,20000,109,Yes,5,1,2,10,3,3,4,2325,31-40,RP,Replacement
1233,Chaya,Boyd,Male,Single,23-12-88 0:00,35,B-,31-07-08 0:00,15,1,Operational,Unit-7,Permanent,Temporary,Active,20000,109,Yes,5,1,2,10,3,3,4,2325,31-40,RP,Replacement
1234,Nehemiah,Rivas,Male,Widowed,14-08-83 0:00,40,B+,9/9/2019 0:00,4,2,High Level,Unit-9,Permanent,Full-Time,Terminated,37000,193,No,20,5,5,5,4,4,2,2349,31-40,RP,Replacement
1234,Nehemiah,Rivas,Male,Widowed,14-08-83 0:00,40,B+,9/9/2019 0:00,4,1,High Level,Unit-9,Permanent,Full-Time,Terminated,37000,193,No,20,5,5,5,4,4,2,2349,31-40,RP,Replacement
1235,Wyatt,Spence,Female,Widowed,24-07-74 0:00,49,AB-,16-10-16 0:00,7,0,Mid Level,Unit-10,Contract,Full-Time,Active,25000,191,Yes,3,2,5,3,1,4,3,2375,21-30,RP,Replacement
1235,Wyatt,Spence,Female,Widowed,24-07-74 0:00,49,AB-,16-10-16 0:00,7,2,Mid Level,Unit-10,Contract,Full-Time,Active,25000,191,Yes,3,2,5,3,1,4,3,2375,21-30,RP,Replacement
1236,Abram,Fisher,Female,Widowed,18-11-71 0:00,52,B+,19-02-11 0:00,12,5,Mid Level,Unit-5,Contract,Full-Time,Active,25000,147,No,4,4,1,5,6,3,3,2376,31-40,RP,Replacement
1236,Abram,Fisher,Female,Widowed,18-11-71 0:00,52,B+,19-02-11 0:00,12,0,Mid Level,Unit-5,Contract,Full-Time,Active,25000,147,No,4,4,1,5,6,3,3,2376,31-40,RP,Replacement
1237,Jayleen,Oconnell,Female,Widowed,9/1/1992 0:00,32,AB+,26-03-06 0:00,17,0,Operational,Unit-3,Contract,Part-Time,Terminated,50000,198,No,19,1,4,12,1,3,1,2407,21-30,RP,Replacement
1237,Jayleen,Oconnell,Female,Widowed,9/1/1992 0:00,32,AB+,26-03-06 0:00,17,1,Operational,Unit-3,Contract,Part-Time,Terminated,50000,198,No,19,1,4,12,1,3,1,2407,21-30,RP,Replacement
1238,Jordon,Meadows,Female,Married,9/1/1978 0:00,46,A+,4/7/2017 0:00,6,1,High Level,Unit-5,Permanent,Part-Time,Active,22000,111,Yes,13,3,5,9,3,3,1,2410,21-30,RP,Replacement
1238,Jordon,Meadows,Female,Married,9/1/1978 0:00,46,A+,4/7/2017 0:00,6,0,High Level,Unit-5,Permanent,Part-Time,Active,22000,111,Yes,13,3,5,9,3,3,1,2410,21-30,RP,Replacement
1239,Justice,Pineda,Female,Single,6/5/1970 0:00,53,B+,18-01-13 0:00,11,0,Mid Level,Unit-9,Contract,Full-Time,Active,16000,192,Yes,10,4,3,7,4,1,1,2427,31-40,RP,Replacement
1239,Justice,Pineda,Female,Single,6/5/1970 0:00,53,B+,18-01-13 0:00,11,2,Mid Level,Unit-9,Contract,Full-Time,Active,16000,192,Yes,10,4,3,7,4,1,1,2427,31-40,RP,Replacement
1240,Isiah,Decker,Female,Widowed,26-07-69 0:00,54,O+,30-07-14 0:00,9,3,Operational,unit-8,Permanent,Part-Time,Volunterily Resigned,14000,200,No,8,5,4,8,4,5,2,2452,21-30,RP,Replacement
1240,Isiah,Decker,Female,Widowed,26-07-69 0:00,54,O+,30-07-14 0:00,9,1,Operational,unit-8,Permanent,Part-Time,Volunterily Resigned,14000,200,No,8,5,4,8,4,5,2,2452,21-30,RP,Replacement
1241,Giada,Boone,Male,Married,7/6/1977 0:00,46,A+,18-06-14 0:00,9,1,Mid Level,Unit-6,Contract,Temporary,Volunterily Resigned,25000,111,No,3,4,2,8,2,4,4,2458,21-30,RP,Replacement
1241,Giada,Boone,Male,Married,7/6/1977 0:00,46,A+,18-06-14 0:00,9,1,Mid Level,Unit-6,Contract,Temporary,Volunterily Resigned,25000,111,No,3,4,2,8,2,4,4,2458,21-30,RP,Replacement
1242,Camryn,Guerra,Female,Single,8/1/1991 0:00,33,A-,9/12/2013 0:00,10,2,Mid Level,Unit-10,Permanent,Temporary,Volunterily Resigned,20000,121,No,5,1,3,1,3,2,4,2461,21-30,RP,Replacement
1242,Camryn,Guerra,Female,Single,8/1/1991 0:00,33,A-,9/12/2013 0:00,10,0,Mid Level,Unit-10,Permanent,Temporary,Volunterily Resigned,20000,121,No,5,1,3,1,3,2,4,2461,21-30,RP,Replacement
1243,Melody,Rollins,Female,Widowed,5/2/1995 0:00,28,A+,12/2/2018 0:00,5,2,High Level,Unit-1,Contract,Temporary,Active,25000,120,No,3,1,2,9,6,5,1,2481,21-30,RP,Replacement
1243,Melody,Rollins,Female,Widowed,5/2/1995 0:00,28,A+,12/2/2018 0:00,5,1,High Level,Unit-1,Contract,Temporary,Active,25000,120,No,3,1,2,9,6,5,1,2481,21-30,RP,Replacement
1244,Lucia,Cummings,Female,Widowed,24-03-89 0:00,34,B+,31-03-09 0:00,14,1,Operational,Unit-5,Permanent,Full-Time,Active,13000,149,Yes,2,2,4,4,2,1,1,2546,31-40,RP,Replacement
1244,Lucia,Cummings,Female,Widowed,24-03-89 0:00,34,B+,31-03-09 0:00,14,3,Operational,Unit-5,Permanent,Full-Time,Active,13000,149,Yes,2,2,4,4,2,1,1,2546,31-40,RP,Replacement
1245,Jaylen,Serrano,Female,Widowed,14-11-78 0:00,45,AB-,5/10/2012 0:00,11,2,Operational,Unit-9,Permanent,Full-Time,Active,50000,143,Yes,19,2,3,11,4,2,4,2561,21-30,RP,Replacement
1245,Jaylen,Serrano,Female,Widowed,14-11-78 0:00,45,AB-,5/10/2012 0:00,11,0,Operational,Unit-9,Permanent,Full-Time,Active,50000,143,Yes,19,2,3,11,4,2,4,2561,21-30,RP,Replacement
1246,Jayson,Bright,Female,Single,2/12/1980 0:00,43,B+,20-05-13 0:00,10,0,Mid Level,Unit-5,Contract,Full-Time,Volunterily Resigned,37000,171,No,20,1,3,8,6,5,4,2563,21-30,RP,Replacement
1246,Jayson,Bright,Female,Single,2/12/1980 0:00,43,B+,20-05-13 0:00,10,1,Mid Level,Unit-5,Contract,Full-Time,Volunterily Resigned,37000,171,No,20,1,3,8,6,5,4,2563,21-30,RP,Replacement
1247,Carlie,Wilkerson,Male,Single,1/12/1967 0:00,56,A+,8/6/2017 0:00,6,1,Operational,Unit-5,Contract,Full-Time,Active,20000,140,Yes,5,5,4,6,1,4,3,2600,31-40,RP,Replacement
1247,Carlie,Wilkerson,Male,Single,1/12/1967 0:00,56,A+,8/6/2017 0:00,6,0,Operational,Unit-5,Contract,Full-Time,Active,20000,140,Yes,5,5,4,6,1,4,3,2600,31-40,RP,Replacement
1248,Kaylyn,Patrick,Female,Single,10/9/1995 0:00,28,B-,12/7/2017 0:00,6,1,Operational,Unit-10,Permanent,Part-Time,Active,22000,119,No,13,3,3,12,3,5,2,2602,31-40,RP,New
1248,Kaylyn,Patrick,Female,Single,10/9/1995 0:00,28,B-,12/7/2017 0:00,6,0,Operational,Unit-10,Permanent,Part-Time,Active,22000,119,No,13,3,3,12,3,5,2,2602,31-40,RP,New
1249,Evie,Pope,Female,Widowed,2/7/1972 0:00,51,B+,22-07-06 0:00,17,3,Operational,Unit-7,Contract,Full-Time,Terminated,20000,189,No,5,2,1,7,3,1,4,2608,21-30,RP,New
1249,Evie,Pope,Female,Widowed,2/7/1972 0:00,51,B+,22-07-06 0:00,17,2,Operational,Unit-7,Contract,Full-Time,Terminated,20000,189,No,5,2,1,7,3,1,4,2608,21-30,RP,New
1250,Nayeli,Kelley,Female,Widowed,17-03-73 0:00,50,AB-,15-04-15 0:00,8,1,High Level,Unit-9,Contract,Full-Time,Volunterily Resigned,50000,151,No,19,5,1,3,5,4,3,2614,21-30,RP,New
1250,Nayeli,Kelley,Female,Widowed,17-03-73 0:00,50,AB-,15-04-15 0:00,8,0,High Level,Unit-9,Contract,Full-Time,Volunterily Resigned,50000,151,No,19,5,1,3,5,4,3,2614,21-30,RP,New
1251,Krista,Franco,Female,Married,19-02-83 0:00,40,O+,6/10/2010 0:00,13,0,High Level,Unit-10,Contract,Full-Time,Active,90000,168,No,16,1,2,2,6,4,4,2639,31-40,RP,New
1251,Krista,Franco,Female,Married,19-02-83 0:00,40,O+,6/10/2010 0:00,13,0,High Level,Unit-10,Contract,Full-Time,Active,90000,168,No,16,1,2,2,6,4,4,2639,31-40,RP,New
1252,Teresa,Farrell,Female,Widowed,19-02-81 0:00,42,AB+,24-08-07 0:00,16,0,Operational,Unit-4,Contract,Temporary,Active,25000,165,Yes,3,5,4,8,3,3,4,2654,31-40,RP,New
1252,Teresa,Farrell,Female,Widowed,19-02-81 0:00,42,AB+,24-08-07 0:00,16,1,Operational,Unit-4,Contract,Temporary,Active,25000,165,Yes,3,5,4,8,3,3,4,2654,31-40,RP,New
1253,Dorian,Fox,Male,Married,30-07-76 0:00,47,AB-,15-04-07 0:00,16,5,High Level,Unit-5,Permanent,Temporary,Active,50000,193,Yes,19,2,4,7,3,4,1,2658,21-30,RP,New
1253,Dorian,Fox,Male,Married,30-07-76 0:00,47,AB-,15-04-07 0:00,16,0,High Level,Unit-5,Permanent,Temporary,Active,50000,193,Yes,19,2,4,7,3,4,1,2658,21-30,RP,New
1254,Madeleine,Sherman,Male,Single,11/9/1971 0:00,52,B-,13-05-09 0:00,14,3,Operational,Unit-10,Contract,Part-Time,Active,25000,120,Yes,3,1,4,8,3,1,3,2688,31-40,RP,New
1254,Madeleine,Sherman,Male,Single,11/9/1971 0:00,52,B-,13-05-09 0:00,14,0,Operational,Unit-10,Contract,Part-Time,Active,25000,120,Yes,3,1,4,8,3,1,3,2688,31-40,RP,New
1255,Allan,Butler,Male,Widowed,19-09-73 0:00,50,A-,18-11-19 0:00,4,1,Mid Level,Unit-2,Contract,Part-Time,Volunterily Resigned,14000,150,Yes,8,3,5,4,4,3,1,2722,31-40,RP,New
1255,Allan,Butler,Male,Widowed,19-09-73 0:00,50,A-,18-11-19 0:00,4,0,Mid Level,Unit-2,Contract,Part-Time,Volunterily Resigned,14000,150,Yes,8,3,5,4,4,3,1,2722,31-40,RP,New
1256,Nevaeh,Davila,Male,Divorced,17-09-85 0:00,38,AB+,29-01-13 0:00,11,5,Operational,Unit-7,Permanent,Full-Time,Active,25000,110,Yes,4,2,2,6,1,5,2,2723,31-40,RP,New
